,net_assets,ytd_return,fund_yield,net_annual_expense_ratio_fund,net_annual_expense_ratio_category,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,rating_us_government,rating_aaa,rating_aa,rating_a,rating_bbb,rating_bb,rating_b,rating_below_b,rating_others,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2018,fund_return_2017,fund_return_2016,fund_return_2015,fund_return_2014,fund_return_2013,fund_return_2012,fund_return_2011,fund_return_2010,fund_alpha_3years,category_alpha_3years,fund_alpha_5years,category_alpha_5years,fund_alpha_10years,category_alpha_10years,fund_beta_3years,category_beta_3years,fund_beta_5years,category_beta_5years,fund_beta_10years,category_beta_10years,fund_mean_annual_return_3years,category_mean_annual_return_3years,fund_mean_annual_return_5years,category_mean_annual_return_5years,fund_mean_annual_return_10years,category_mean_annual_return_10years,fund_r_squared_3years,category_r_squared_3years,fund_r_squared_5years,category_r_squared_5years,fund_r_squared_10years,category_r_squared_10years,fund_standard_deviation_3years,category_standard_deviation_3years,fund_standard_deviation_5years,category_standard_deviation_5years,fund_standard_deviation_10years,category_standard_deviation_10years,fund_sharpe_ratio_3years,category_sharpe_ratio_3years,fund_sharpe_ratio_5years,category_sharpe_ratio_5years,fund_sharpe_ratio_10years,category_sharpe_ratio_10years,category_treynor_ratio_3years,fund_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
price_cashflow,0.022113285576360105,0.353704225342219,-0.08817491642029493,-0.06932724651184151,-0.19074598862151704,0.6946018622115679,-0.44471385950970993,0.8756051222189074,0.8632428155770132,0.7617070424141691,1.0,0.10787453415366487,0.3203825247965654,0.13897190310145335,0.25424122978403585,0.35172206011483814,0.38824423884966835,0.11233571577052455,0.1582064287630118,0.03414196149823909,0.3228334306373083,0.460591946968286,,-0.18906080910878287,-0.19969334939987463,-0.2467516730248025,-0.24054197620936685,-0.1426276498204519,-0.1194851031021986,-0.10229503110786635,-0.02738941948373746,0.31946080526896786,0.06379523962558398,0.13533441929003392,-0.1593520704906719,0.3142852806179385,0.18245552679798166,0.27079449166286185,0.2207127935198211,0.38705296423428354,0.408136361027805,0.3589324524327002,0.4715776736192412,0.3372271201553731,0.42245008289705244,-0.08920039965876458,0.3629229180269598,0.1502346523463213,0.19699814415479497,0.3344368372267938,0.4325107669618251,0.39900086231621285,0.07848693679829051,0.35696944589011625,0.07757064124949069,0.2458145617457036,0.1304842722807792,0.2510305421655872,0.1587522676830632,0.29583197421335083,0.06533543902542971,-0.10589603366001074,0.031345125478668114,-0.1301172311821802,-0.01646991451734359,0.11967335848419079,0.3580357822180899,0.4964384572223111,0.3503070675286416,0.5875847312651572,0.343082434092536,0.4842903598806568,0.15643396911555946,0.26578298938316536,0.09188318140136004,0.274665889684521,0.12841176244198654,0.1719965900540972,-0.04228046587240257,0.16854113668600545,-0.06597773607666259,0.16879785084989263,0.02854313174649999,0.030369659846700033,0.3419290466448245,0.1358340950580415,0.29309068348939266,0.3754144838786389,0.308680823862478,0.2158774091050267,0.22766852989469524,0.08954892185249924,0.26973137906448913,0.43279894724432616
basic_materials,0.011555481540726657,0.015342080402561886,0.017053143899580923,0.010175240927075323,-0.008532812984618613,0.2585963517000411,-0.17095339614458704,0.18460950865599607,0.060176693821168026,0.03648336688892714,0.10787453415366487,1.0,0.04638385666377355,0.0005625547184554627,-0.04288463323308057,0.047503576982351796,-0.05927134866742356,0.0027444183305126092,0.02933063927966034,0.03434555448831911,0.0656370252754564,-0.0503522518199159,,-0.08215985944038286,-0.07703939748329651,-0.0991795921410067,-0.0986887170854726,-0.06276550037652227,-0.05463051774683102,-0.041631501665930805,-0.031964167203970835,0.03156409114305963,0.44395597195848924,-0.05411764305952641,-0.07205303345360078,0.03655466894825102,-0.05911113700791393,-0.1571812243295247,0.38557425214686636,0.08697186618986318,-0.10466449935137878,-0.03380501845725576,-0.14401688239694768,0.043605702643887884,-0.044728753672291566,-0.23294620079546807,0.1288834577061464,0.34577632880988995,-0.24967128883878503,-0.15367056403143745,-0.13259675975876545,0.01489328815690667,-0.2498826870223681,0.1697139797201543,0.10752034816240498,-0.12328604149760371,-0.05632489502197543,-0.4419105371892561,-0.08869289326438483,-0.02774938569070615,0.016008257317595264,-0.009256349963534265,0.02542005332053728,-0.026360848168167465,-0.004246242484061271,0.0475368365950187,0.13858450156109167,-0.057126870841788066,0.03917925283195965,-0.1780937674398127,0.05694902308560795,-0.033192632384439716,-0.00890528725559222,-0.032768427100891256,0.014129102322062234,-0.021380551343405926,0.024448350297202902,-0.15372466443118354,0.17563609699073787,0.4305487797142013,0.17898965552976356,0.4317966860025507,0.04878059737558022,0.4035165669922428,0.06036482930677421,-0.20652441775761388,-0.03077397302974473,-0.23159950223089593,0.010255464532786028,-0.18026392133765187,-0.03485448675773041,-0.0019244263403441432,-0.030844309733275135,-0.22669461653890358
consumer_cyclical,0.04855330275867764,0.20263653056900818,-0.0813893583601498,-0.06699554092378403,-0.14737620281246866,0.41868790351581747,-0.2666540049837943,0.3551436392889512,0.40062225264298756,0.09616335531193809,0.3203825247965654,0.04638385666377355,1.0,0.059609234291586856,-0.046257928908655294,0.2171471074308277,0.030810967809318895,-0.01203082943157687,0.18517717572657302,-0.04317361269802213,0.16705868455261733,0.20824676419573038,,-0.11737955351459298,-0.12144400118439727,-0.1489642697606667,-0.1475151930376516,-0.08428188210455648,-0.07191948118613974,-0.056990019652869914,-0.05246287694979324,0.1409278239719083,-0.02887730302568722,0.014584000191179568,-0.06130225663957567,0.14024709284904602,0.08818712529897627,-0.0009734655526203215,0.041582623222414766,0.1528945828324081,0.16414864897508633,0.17115473228409164,0.2726084763248308,0.17551965964569546,0.240315211362492,-0.1453016215328847,0.2644468104316097,0.03242151061167481,0.14346780240341522,0.083689814678064,0.2704225700037112,0.266241398260946,0.022770583517457536,0.18095799700861362,-0.051901858522651105,-0.013400102087389065,0.04529365773902394,0.07540941956685751,0.0783487190203124,0.04631955867963178,0.03220214401855433,-0.05403774547576458,0.012409398929050986,-0.06954639729794727,-0.01296916913383239,0.07436049918058717,0.1326091999471625,0.16062033471593287,0.15556849279241927,0.29355855577953494,0.1682855656503047,0.16320166071101397,0.11967591711444492,0.2621313921337079,0.06520628952201826,0.26700983869033756,0.06968858010324286,0.19534132378801378,-0.06858832873075277,0.05394950149723846,-0.074590782741189,0.0676798977592824,-0.012582619288792476,0.0035075427118097446,0.12510429033786957,-0.028068749234213937,0.11567582798017828,0.16843313155653203,0.14379912893845026,0.0200283208825822,0.07121796647308061,0.027540249111654116,0.10134309011663453,0.09775158043022865
financial_services,-0.006868811270744781,0.1347147142041254,0.11872666525470416,0.01722963654863337,-0.1425797221763164,0.33720342412131354,-0.2017841903365521,0.20352657564966406,0.14249940395383356,0.22486706926132047,0.13897190310145335,0.0005625547184554627,0.059609234291586856,1.0,-0.021456028803969702,0.071756851580251,-0.022029547269220736,0.010456797775136317,0.13585239051360162,-0.00033909892368671454,0.04894750770814757,0.03405354816520075,,-0.07736699835349882,-0.10653451512247568,-0.12972350809782085,-0.12148863119359228,0.029561489563278313,-0.010241474923632535,-0.0007734203437812303,-0.019290995497301632,0.053840790407608606,-0.021183047348332252,-0.09433805281268753,-0.01218449824609755,0.06635991425082625,0.27779343781500515,-0.09155839202239796,0.07039415035841885,0.16669978897774773,0.10384242527597429,0.13228192030343533,0.18109946815363562,0.12346661204289096,-0.005232526755978107,-0.15054481252648302,0.17086342149227646,0.13906631989591633,0.025370661183445716,0.0707117591959441,0.15117627416679516,0.28223695904939033,-0.16827859701374076,0.0809978135796315,0.03573262711005677,0.04061045119790422,0.026969503654639775,0.11239539326013508,-0.007596210922119549,-0.26340400628275995,0.03772250272601265,-0.056139388474344964,0.02400950828822474,-0.06256740244329786,-0.007350744634668174,0.09406368851166644,0.16288197663199952,0.12420275539901715,0.1344083090777323,0.23793645394943028,0.13190080158438172,-0.11790992990618385,0.09303076672183637,0.15619380558403323,0.07469356566256886,0.1897554269235793,0.07505124463720808,0.1934870832612266,-0.010353827228306701,0.031208358510829627,-0.014282714380753314,0.057380508292685664,0.027835395449887394,0.12741826108130022,0.14730379700977303,-0.002186308379366039,0.09081992237418675,0.15103686506192987,0.09192977351558913,-0.24178268674152664,0.08429297339868652,0.010337315872259296,0.03895692963249552,-0.19803948719168007
real_estate,-0.0015650857643262654,0.06782898660156414,0.17221884054189965,-0.026708404503100594,-0.08427726310835912,0.19881408535910974,-0.11810221820004345,0.3673625143310944,0.06696128896668223,0.5861835599076208,0.25424122978403585,-0.04288463323308057,-0.046257928908655294,-0.021456028803969702,1.0,-0.04977138005102582,-0.05261036837592873,-0.01101775388798327,0.02375090415640159,-0.05185733266133294,-0.03440400751888084,-0.07132397211369358,,-0.04821717800212569,-0.05666753644014223,-0.06497505816997766,-0.04693819364060452,-0.013604124983063551,-0.01777501874197766,-0.01980937898229085,-0.021131074498694107,0.08041555011445124,0.03013196929671836,0.12673166057861543,-0.1558077750181865,0.07786293902522969,-0.07179300130448311,0.15370196807365175,0.07219637924836184,0.058146452454987126,0.12454195004977765,0.10955286556910629,0.1239119860452198,0.1158491224196353,0.043668513280501926,-0.014727331537921055,0.0007812851725424703,0.019546623857085242,0.07050742305919361,0.18582823912458796,-0.007935149505637087,0.24052984128530866,0.010757970203675086,0.15597833038751727,-0.015605724140681954,0.17127825019201112,0.06129725046938377,0.15162105960748656,0.07231511399753392,0.031002263930388664,0.013521849926137166,-0.052354101574577136,0.007186389876172017,-0.04651002847413381,-0.0014547701812016563,0.057693501708205495,0.0455889748711345,0.13961201157798853,0.10290120261044901,0.13856744182959818,0.12165589133201679,0.09831379337941482,0.03425140910582733,-0.10103729962059241,0.02008980616789252,-0.06961968346190206,0.051018050360749384,-0.08333218409938549,-0.03223400455673442,0.023279737663826978,-0.02016448686823309,0.033650669428264654,0.037077218212723174,0.17985284277624528,0.047113234110235734,0.025114604849355546,0.08966112690774715,0.05232642193099215,0.09496791968942245,-0.054136497969834,0.10541459921769984,0.03308679202884663,0.10032644994674736,-0.013614618543761036
consumer_defensive,0.018884919599262792,0.07180202345679532,0.004341841274369367,-0.08295504128703537,-0.13689071518720863,0.3276832990015193,-0.20850609642452808,0.2826582678505959,0.29342223163991943,0.09311900825841793,0.35172206011483814,0.047503576982351796,0.2171471074308277,0.071756851580251,-0.04977138005102582,1.0,0.04700181412741191,0.00859270550804797,0.1349715279060015,-0.003805664431877523,0.07519600997548427,0.016718656522562957,,-0.09287620481818341,-0.09419419733276146,-0.11524908201613512,-0.11459008771824908,-0.07646151457468868,-0.06604788923816769,-0.054349532780066635,-0.04110286237455485,0.04555354265552983,-0.005267869468575296,0.09575912816920004,0.028233766863631042,0.05091759237044655,0.052603863309698067,0.013324756736385652,0.0787944397447763,0.07545799326269238,0.12776206693966644,0.11003514048780051,0.16771994989129851,0.09425031171396173,0.1719474877600607,-0.08546598328539531,0.12764484491709055,0.02676574114383947,0.10718510912618234,0.08640783275646607,0.11505432503911828,0.13003392438942302,0.08034847082431266,0.07496226107479315,-0.006185704367569381,0.08919705917784891,0.06308647552569321,0.11552891357330587,0.09418765067555217,0.09790935693289464,0.004004606409315793,-0.052785550338562685,-0.003630814602991372,-0.06155934258412299,-0.019392088353810316,0.013232077414858566,0.061683956141162295,0.13967070404534562,0.09991598544820487,0.1971725252640423,0.09420197482504593,0.08923049153688466,0.05287950337048625,0.1942687554165722,0.027661406949690548,0.18984661898562583,0.038974418330045606,0.16635765763116792,-0.08666426819146943,0.0010119283366017858,-0.07627544242263005,0.013186414124751489,-0.046107393750787255,-0.14392509847963228,0.07885928031568958,0.028403380738386344,0.09694749227271485,0.15715905864753496,0.12006112255233974,0.1039379130155489,0.07224652298924951,0.027617090604634954,0.11082743329177536,0.21505065183694277
healthcare,0.008877378012238724,0.08614154489672805,-0.1159223471642452,-0.047500813605831714,-0.0751038481847087,0.27502139276281307,-0.1681615302675038,0.3108995187953328,0.40005057781687936,0.2894279707159454,0.38824423884966835,-0.05927134866742356,0.030810967809318895,-0.022029547269220736,-0.05261036837592873,0.04700181412741191,1.0,-0.03304133401695473,0.018419752273478397,-0.03720068858553041,0.02874703021352746,0.0665573215290411,,-0.06961845958215084,-0.07779890011600822,-0.09526946141030042,-0.09392171043520645,-0.04889208152164757,-0.0415213323767336,-0.033722044007905905,-0.03511618408294434,0.16081315408754934,-0.13991680829849165,0.01388598405470624,0.15097971128349186,0.14881713376928138,0.24258284963358276,0.15262496527040081,0.030422351470444687,0.16338422766198238,0.27938662999219177,0.16222323968607338,0.33696120295628357,0.13473286818898875,0.34855477420779446,0.015727454732927637,0.18188261836638897,-0.13882006132688302,0.21018555944343187,0.24099186013809135,0.2923522171494207,0.16699255341688637,0.15857111356118544,0.0568784389246509,-0.022093931012078308,0.23209571034514911,0.0741981737295276,0.34820521769895096,0.13743224590782985,0.36952775064416254,0.04149354241125682,-0.04478089661205904,0.005610953977885677,-0.05625775051570517,-0.015702263556877538,-0.0007384551958305128,0.16166421600379535,0.32648749632480106,0.15112496156549415,0.40831834737987105,0.12112416965742344,0.36139031622209183,0.07148935879605257,0.054521816646528595,0.008694576001194403,0.0640275867383851,0.0066577196752504696,-0.05983899325270317,0.000744551850339001,0.08127090954515663,-0.06227697083544003,0.05210837563378467,-0.032473771042537285,-0.10160613303670668,0.1329290816156493,0.13462280984965225,0.1277890233331834,0.2856470419563628,0.12623029140177733,0.2761664077694993,0.1228868909279971,0.03589907909529751,0.1287366069655874,0.47646060209220686
utilities,-0.014262319901941127,0.03695287936768027,0.07965406946819417,-0.00829556628050811,-0.05029618503322325,0.18232116130663512,-0.11321014942508913,0.17282430968587884,0.08685705444348815,0.08210371093307339,0.11233571577052455,0.0027444183305126092,-0.01203082943157687,0.010456797775136317,-0.01101775388798327,0.00859270550804797,-0.03304133401695473,1.0,0.07993004118069934,0.03240923891727038,0.08775243704698495,-0.04828463348603905,,-0.05184776413556901,-0.05918838632837927,-0.06888139666962198,-0.06272801259055846,-0.02387680747731802,-0.018342024267935287,-0.010490106520261376,-0.008345835451213172,0.07873533356738806,0.06670377317738725,0.07188495812468436,0.0420694126408639,0.06990524281591622,-0.018532273546823692,0.15347921161084774,0.09986438078406185,0.077468508520426,0.08047923637873582,0.07280157336846083,0.0710864225576473,0.051019989731982913,0.04379461972112068,0.037886184278426334,0.03575608331063091,0.05939889131165584,-0.0083930730270749,0.086500089803189,0.045525389714503386,-0.022541697782532736,0.0016507700290980395,-0.042540906807259415,0.06338595426846545,0.0911484057952563,0.06311168051763903,0.0697797107130719,0.029871203699127033,0.02945621428392722,-0.0032151551650159544,-0.05214474778880399,-0.006336502875361196,-0.051578959506990964,-0.013320041327365681,-0.0007843870270530562,0.06387949041670486,0.10052400340251136,0.06644506656051088,0.08980547485980177,0.04816111020823453,0.026519911190506146,-0.033708948155478764,0.011670950139177808,-0.04223696111654101,0.010370439218505981,-0.019911056740920214,-0.012653568034035986,-0.05780758590913386,-0.009093220948561105,-0.04508907240871463,-0.013752031390150675,-0.004713480805606401,-0.08190110243811057,0.09271011750079365,0.043506089153933884,0.07137756508252413,0.0755506717411546,0.06447215505405664,0.004865882889289612,0.14823672251467018,0.06569611750121566,0.13544807903546677,0.13891822569488177
communication_services,0.04233674759166471,0.07696144545368631,0.07959511608347629,-0.06156192198317195,-0.12041501545827914,0.3144468288384586,-0.18090850205111056,0.23028466155406138,0.16886970282519906,0.13074000459543308,0.1582064287630118,0.02933063927966034,0.18517717572657302,0.13585239051360162,0.02375090415640159,0.1349715279060015,0.018419752273478397,0.07993004118069934,1.0,0.04832527359890776,0.06795956865795795,0.16271611708293554,,-0.09229536580474172,-0.08685053635444857,-0.10842825395661987,-0.1041477575196229,-0.01650643033775764,-0.009622940484948885,0.0011683844395753954,-0.03882863289054436,0.025292102586190735,0.019325894127642636,0.0546172122147381,0.09617700741455236,0.02889040109723223,0.15049552080122372,-0.004872498015218753,0.10749886070274725,0.08518650467324683,0.05577253133924966,0.08326376086218647,0.08280652354861395,0.07963809226460701,0.05532066513225617,-0.08232461111015744,0.10075261455318109,0.050569488252961974,0.016553844433150937,0.027001643870054947,0.08406410769510786,0.1336281072349149,-0.008866840979792191,0.06309600447106559,0.003602269166806779,0.06565776677018388,0.021722307538117474,0.048050215564663046,0.02974878759731831,-0.014771241324996829,0.013472562751387173,-0.05411260283766726,0.0068202516530041215,-0.06431781427493576,-0.015012138848084588,0.0440998008469524,0.07012027677728482,0.07268284049702303,0.07242580939993004,0.12426867377309729,0.09235024672124295,-0.026748764829588316,0.10412372271719197,0.23496225859719733,0.07475250868045502,0.2395462942531691,0.05775971391409733,0.23046640102283972,-0.06680802206994813,0.016952603029815504,-0.05081824365525913,0.044602921078333954,-0.015849281416572283,-0.012397866681985609,0.08763755746082826,-0.06327909422892353,0.047284791648798695,0.03536873437569027,0.08050429324746805,-0.1177713439082838,0.07225119407979382,0.011484250085937215,0.05312208009946557,-0.03493453577274376
energy,-0.01642434776244585,0.10984128507165793,0.11875784583540981,0.03127982630927945,0.007639061625452794,0.21315664657427208,-0.1188038480286326,0.1491131242979361,0.04189459721143217,-0.008858797678926068,0.03414196149823909,0.03434555448831911,-0.04317361269802213,-0.00033909892368671454,-0.05185733266133294,-0.003805664431877523,-0.03720068858553041,0.03240923891727038,0.04832527359890776,1.0,-0.028640717352449243,-0.06705456422383642,,-0.06233387048349587,-0.05918912231797521,-0.07590648059789112,-0.06958851160801909,0.0005936939239734734,0.013400794318124755,0.007567092382647384,-0.025256695699246257,0.12897291479695866,0.101448994509244,0.07151898884729847,-0.2147420138849851,0.1226133709905052,0.048760939323713226,-0.057736319260520697,-0.05097820622301296,0.019460603307449885,-0.229789722863311,-0.13019986410443202,-0.09546655382985605,0.00667150592916451,-0.03829893973473016,-0.2410126188371006,-0.07547710223730884,0.21875917873216816,-0.3027543752374973,-0.18309316240435336,0.0542319959860617,-0.025856115210299346,-0.02172972173131193,0.12051771633923095,-0.18951864247980393,-0.5166705480388556,-0.36905926086319624,-0.41856614078591053,-0.23023049863724807,-0.13323658218867016,0.045265054924964195,0.0037913246876233576,0.04319806007298488,-0.022230159019440945,0.0031729823238982394,0.07040241641823501,0.05237920195793358,-0.29631720979354115,-0.11624136217989031,-0.15680170139522082,0.030272307776746762,-0.05838976584344718,6.432314901771658e-05,-0.011012987084741232,0.019129885736255715,-0.016532139860976035,0.016808788674976757,0.0016700966672091595,0.10923250988308997,0.26376421630836333,0.11652317792256704,0.22506391361240854,0.07511084341729807,0.20333986798096515,0.026130304483056623,-0.2612347600898271,-0.10025838767588041,-0.19950322301605666,-0.005436087048480862,-0.15493699795403681,-0.060157313625964944,-0.04964392463645636,-0.04739338913238484,-0.13816507591043184
industrials,0.04384147192809544,0.19310089937939984,-0.06217774597955779,-0.056082981379048887,-0.13075955532901695,0.39226336674522283,-0.24199633090815675,0.3238894879000307,0.3232671074362401,0.09998316769413072,0.3228334306373083,0.0656370252754564,0.16705868455261733,0.04894750770814757,-0.03440400751888084,0.07519600997548427,0.02874703021352746,0.08775243704698495,0.06795956865795795,-0.028640717352449243,1.0,0.13278867115045098,,-0.11130904996571377,-0.10190426150662152,-0.12816754264923136,-0.130034482974894,-0.07578422998281696,-0.0597975971524061,-0.046935334394760726,0.012412001617027275,0.13497876183639912,0.004960654491305923,-0.03975744754424349,-0.07603361702596338,0.13982919927706036,0.07496446092368707,-0.00039574740780029956,0.04541640864674974,0.1700275809781027,0.13309316584008432,0.1627589710470457,0.20294451198533386,0.16498467131008626,0.1695808797752932,-0.15974853247537754,0.19212245771880018,0.09295247668758005,0.08636259535145381,0.08023547867199635,0.2406328945724854,0.16166620756552283,-0.07471571401082423,0.1190501578964618,-0.004155684068482122,1.7141645217219822e-05,0.03551241065870444,0.06501983140256579,0.02176627842033716,0.02051719663288613,0.03476701736903802,-0.049059069893492714,0.017392894059336868,-0.06433479621782422,-0.006472930858211136,0.07696888296116583,0.14435573054859496,0.15485356410825984,0.14775772224992648,0.25789453000768386,0.16106195204021626,0.14277344841314113,0.14744621692706178,0.2736608051512658,0.09155188841496807,0.26719659471154683,0.11137480461644217,0.2653946647647922,-0.06381912070034972,0.02259236080437268,-0.0635831542035259,0.03473806776395633,0.01299986420882662,-0.024442850738766307,0.15654403563742572,0.000200707188778933,0.1235118829638973,0.16200808438395073,0.14288997202608383,0.009340571577170028,0.06824541177761898,0.028076686443944895,0.09735578543325561,0.0758605642117901
technology,0.0419605981561071,0.3116943212321489,-0.17077401888228363,-0.028414196957053956,-0.08384027620404823,0.3832373162319505,-0.24432236200769117,0.427170748847353,0.5609255695197104,0.349594201835341,0.460591946968286,-0.0503522518199159,0.20824676419573038,0.03405354816520075,-0.07132397211369358,0.016718656522562957,0.0665573215290411,-0.04828463348603905,0.16271611708293554,-0.06705456422383642,0.13278867115045098,1.0,,-0.10119504102328468,-0.11140667905720841,-0.13722589133832547,-0.13569533141481344,-0.08952941044309908,-0.07661981690417043,-0.0638357860703416,-0.03749804156221786,0.231872062655716,0.04940424568046462,0.09224986744970905,-0.17005867830983062,0.22758282524806042,0.18560766205360132,0.11984841402731604,0.13983622191562733,0.30333311277204933,0.3282418847431562,0.26608791240410334,0.3098085036300203,0.20524578179984498,0.3374164695196967,-0.03941126471403094,0.3361817454105886,0.0728113703762521,0.16064691449224952,0.16479019705556164,0.29055703689361423,0.1061916307871276,-0.05719638168310916,0.13808589974858843,0.14621466987866383,0.26091460351640283,0.13783542652464212,0.1578883808150362,0.06708948636368021,0.23153810150673343,0.03679286739622508,-0.041394574623169346,0.0211489573650925,-0.06043320780232654,-0.0037159428298142038,0.07627006104549293,0.26155003751039047,0.3690290995644616,0.24863575727499715,0.3513106612895515,0.20510899058805918,0.3263941383013702,0.11049746021794839,0.24884292236616443,0.08469907604774052,0.23436522628093934,0.09070888506549758,0.20785295260964137,-0.05023540380536286,0.06568495040192054,-0.05295267739990731,0.06716254270239702,0.024557552751369144,-0.009445385711821774,0.2628012099727247,0.13673266179385168,0.2081088740084324,0.2149770229362193,0.1684914016835621,0.16496657283665078,0.12069481173620683,0.05530261949907253,0.123588829182616,0.23306240404855877
rating_us_government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rating_aaa,0.039591945747342316,-0.1252830620029976,0.015158161908760362,-0.09355547822557693,-0.24335795426489543,-0.2883322581225354,0.45886905644232207,-0.21188210774721647,-0.18658570194354357,-0.14771725284708562,-0.18906080910878287,-0.08215985944038286,-0.11737955351459298,-0.07736699835349882,-0.04821717800212569,-0.09287620481818341,-0.06961845958215084,-0.05184776413556901,-0.09229536580474172,-0.06233387048349587,-0.11130904996571377,-0.10119504102328468,,1.0,0.16231713261472194,0.15792080191650815,0.13984549474860264,0.008304906260709061,0.00666811722270609,0.011087775982352275,0.035762897564964244,-0.08770076100186032,-0.028121562637115988,0.06936962182992634,0.012368224707628168,-0.0871951842405459,-0.0747979934327646,0.06131236060084672,-0.04268232530620368,-0.0634000940285033,0.007566200472774959,0.01194695813673898,-0.07549011085918374,-0.03183096098653161,-0.041128963121299114,0.13568584403790998,-0.11528750608423032,-0.05881170827900725,0.06603654769596731,0.05690273547671726,-0.15498446970023358,-0.08806817504294429,0.290173100770075,-0.06713164987548846,0.003766153482037627,-0.07563133976453192,0.011161571522348653,-0.05903094691136564,-0.016636640175355523,-0.12009373249339912,0.03226158823283155,0.022227842070343402,0.04949926121474358,0.016211104712196868,0.04331140251693466,0.01740726868273562,-0.07785072590910132,-0.03243487384640177,-0.012385245951953842,-0.1682713595673212,-0.04682099686228685,-0.08957466516495383,0.07385033474513618,0.02075048817082384,0.07353513009631299,-0.007886635222183422,0.010751221503162085,-0.11222234684411596,-0.17471569937260373,-0.3312543854818151,-0.1430874179344807,-0.3647530543547256,-0.10847851189200285,-0.4128995123487066,-0.13561689348286346,0.18598048999602274,0.012377173204860856,0.006893504090543156,0.0036485751756645994,0.3373972985110676,-0.08636385556967988,-0.018117236965039616,-0.1009037297328542,-0.022790018848163018
rating_aa,-0.012403192016568228,-0.1094859305475638,0.003638081563087508,-0.1043508800089222,-0.1687293919568481,-0.2672307010939901,0.45798743148705895,-0.2269541676567363,-0.19680093627191594,-0.16222108045355954,-0.19969334939987463,-0.07703939748329651,-0.12144400118439727,-0.10653451512247568,-0.05666753644014223,-0.09419419733276146,-0.07779890011600822,-0.05918838632837927,-0.08685053635444857,-0.05918912231797521,-0.10190426150662152,-0.11140667905720841,,0.16231713261472194,1.0,0.48754973582597294,0.3108493350721569,0.013286022275872144,0.0022034123627207042,0.02982572674102997,0.03239646028309221,-0.0797670372913571,-0.05581186653373748,0.029239123089664497,0.010604911717376523,-0.08048675307571401,-0.07315949180886715,0.04751472672334022,-0.06026460484491419,-0.05117471552330881,-0.01697579158263936,0.008156724902573152,-0.08423412933285256,-0.027388023211118093,-0.0997147530573915,0.1194995425949049,-0.09823921686354939,-0.05464530585888578,0.06563085637687212,0.03859783476144007,-0.10700494450977883,-0.037050184008587714,0.16372167765911408,-0.09489918838368083,0.011375646823412843,-0.02735846668376922,0.01770429718375808,-0.017383621338243123,-0.005607336019339634,-0.08819462038975222,0.005870139388926455,-0.030911170121214193,0.00033620086252257646,-0.024348004893952384,-0.0030430254246407006,0.07973367593014567,-0.0639825306272231,-0.02535122147400506,-0.013210936893438488,-0.13135106819969172,-0.03495721875913959,-0.024125394285015835,0.05825809775890514,-0.03416079335346367,0.03275405668913512,-0.049686745970583326,0.03534715333493339,-0.016223651712023633,-0.14940272940210456,-0.2699356502225837,-0.1268479471016012,-0.281508042211909,-0.08815259353817374,-0.25969596394643246,-0.05227348516515793,0.2415456278829711,0.08898213454973575,0.031758111516796673,0.05192557782492312,0.2260937039684473,-0.21889734526694596,0.030171727708821976,-0.06658983964721983,-0.0278562524274737
